Project,Scenario,Dollar_year,Weather_year,Start_day,r,state,gea,country,tz,t
Cambium24,MidCase,2023$,2012,Sunday,p80,IL,PJM_West,usa,CT,2025
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf)
Time,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
2025-01-01 09:00:00,2025-01-01 08:00:00,9313.7,0.0,0.0,6.2,9319.9,9014.0,7157.2,0.0,827.3,0.0322,0.0426,phs,gas-cc,0.0,0.0,0.0,7.0,16.5,0.16,0.0,7.5,7.5,0.0,0.0,0.0,7.2,17.1,0.16,0.0,7.8,7.8,194.8,13.9,1.96,13.9,1024.2,0.1,195.7,44.5,240.2,378.5,7.1,0.71,44.7,3536.6,0.16,378.9,150.2,529.1,17.76,0.0,0.0,17.76,18.56,0.0,0.0,18.56,0.0,0.0,0.0,10147.2,2162.7,0.0,39.8,0.0,0.0,0.0,10.6,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,510.3,1641.8,0.0
2025-01-01 10:00:00,2025-01-01 09:00:00,9384.2,0.0,0.0,7.1,9391.4,9081.5,7004.1,0.0,980.4,0.0323,0.043,coal,coal,0.0,0.0,0.0,6.8,16.1,0.15,0.0,7.4,7.4,0.0,0.0,0.0,7.1,16.7,0.16,0.0,7.6,7.6,211.9,15.2,2.15,15.0,1111.0,0.11,212.9,48.2,261.1,1051.0,121.0,17.6,32.4,2288.5,0.52,1059.4,100.7,1160.1,17.76,0.0,0.0,17.76,18.56,0.0,0.0,18.56,0.0,0.0,0.0,10371.7,2387.2,0.0,39.8,0.0,0.0,0.0,24.1,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,721.4,1641.8,0.0
2025-01-01 11:00:00,2025-01-01 10:00:00,9502.1,0.0,0.0,4.7,9506.8,9194.3,7295.6,0.0,688.9,0.0324,0.0435,coal,coal,0.0,0.0,0.0,7.0,16.4,0.16,0.0,7.5,7.5,0.0,0.0,0.0,7.2,17.0,0.16,0.0,7.7,7.7,181.9,14.0,1.99,12.1,876.6,0.1,182.8,38.3,221.1,1051.6,121.1,17.61,32.4,2289.8,0.52,1060.0,100.8,1160.8,17.77,0.0,0.0,17.77,18.58,0.0,0.0,18.58,0.0,0.0,0.0,10195.7,2211.2,0.0,39.8,0.0,0.0,0.0,31.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,538.4,1641.8,0.0
2025-01-01 12:00:00,2025-01-01 11:00:00,9795.8,0.0,0.0,1.4,9797.2,9475.0,7725.7,0.0,258.8,0.0327,0.0448,coal,coal,0.0,0.0,0.0,7.1,16.7,0.16,0.0,7.6,7.6,0.0,0.0,0.0,7.3,17.2,0.16,0.0,7.9,7.9,216.9,16.2,2.29,14.9,1089.5,0.11,218.0,47.4,265.3,1053.0,121.3,17.64,32.4,2293.0,0.52,1061.5,100.9,1162.4,17.76,0.0,0.0,17.76,18.6,0.0,0.0,18.6,0.0,0.0,0.0,10056.0,2071.5,0.0,39.8,0.0,0.0,0.0,16.2,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,413.5,1641.8,0.0
2025-01-01 13:00:00,2025-01-01 12:00:00,9928.4,0.0,0.0,0.6,9929.0,9601.6,8022.8,38.3,0.0,0.0329,0.0454,coal,coal,0.0,0.0,0.0,7.2,16.9,0.16,0.0,7.7,7.7,0.0,0.0,0.0,7.4,17.4,0.16,0.0,8.0,8.0,422.9,44.6,6.46,16.9,1200.4,0.21,426.0,52.8,478.7,1000.7,115.2,16.76,30.8,2179.0,0.49,1008.7,95.9,1104.6,23.37,0.0,0.0,23.37,24.48,0.0,0.0,24.48,0.0,0.0,0.0,9890.7,1906.2,0.0,39.8,0.0,0.0,0.0,10.5,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,253.9,1641.8,0.0
2025-01-01 14:00:00,2025-01-01 13:00:00,9927.4,0.0,0.0,1.7,9929.1,9600.6,8100.9,116.4,0.0,0.0329,0.0454,coal,coal,0.0,0.0,0.0,7.2,17.1,0.16,0.0,7.8,7.8,0.0,0.0,0.0,7.4,17.4,0.16,0.0,8.0,8.0,672.0,74.3,10.78,23.6,1679.7,0.33,677.1,73.8,750.9,1000.7,115.2,16.76,30.8,2179.0,0.49,1008.7,95.9,1104.6,23.37,0.0,0.0,23.37,24.48,0.0,0.0,24.48,0.0,0.0,0.0,9812.8,1828.2,0.0,39.8,0.0,0.0,0.0,8.8,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,177.7,1641.8,0.0
2025-01-01 15:00:00,2025-01-01 14:00:00,10083.2,0.0,0.0,4.2,10087.4,9749.3,8369.0,283.2,0.0,0.0331,0.0461,gas-cc,gas-cc,3.7,0.1,0.01,7.7,52.1,0.16,3.8,9.3,13.0,3.8,0.1,0.01,7.7,52.4,0.16,3.8,9.3,13.1,188.5,10.4,1.43,16.3,1220.2,0.1,189.2,52.6,241.8,379.9,7.2,0.72,44.9,3549.7,0.16,380.3,150.7,531.0,27.74,0.0,0.0,27.74,29.08,0.0,0.0,29.08,0.0,0.0,0.0,9804.2,1718.4,0.0,39.8,0.0,0.0,0.0,4.4,101.4,0.0,0.0,13.5,7931.2,0.0,0.0,72.2,1641.8,0.0
2025-01-01 16:00:00,2025-01-01 15:00:00,10658.9,0.0,0.0,4.2,10663.2,10297.7,8983.7,283.2,0.0,0.0339,0.0488,gas-cc,gas-cc,25.0,0.5,0.05,9.8,249.7,0.16,25.0,17.3,42.3,25.2,0.5,0.05,9.9,251.6,0.16,25.2,17.4,42.6,274.4,9.8,1.25,28.3,2197.9,0.13,275.0,93.8,368.9,381.0,7.2,0.72,45.0,3559.5,0.17,381.4,151.1,532.5,27.74,0.0,0.0,27.74,29.16,0.0,0.0,29.16,0.0,0.0,0.0,10380.0,1679.5,0.0,39.8,0.0,0.0,0.0,1.1,716.0,0.0,0.0,13.5,7931.2,0.0,0.0,36.6,1641.8,0.0
2025-01-01 17:00:00,2025-01-01 16:00:00,11223.2,0.0,0.0,4.2,11227.4,10833.7,9585.6,283.2,0.0,0.0347,0.0514,gas-cc,gas-cc,43.5,0.8,0.08,11.6,421.5,0.16,43.5,24.2,67.8,43.9,0.8,0.08,11.7,425.9,0.17,44.0,24.5,68.5,214.5,4.2,0.44,25.3,1969.0,0.1,214.7,84.0,298.7,382.0,7.2,0.72,45.1,3569.2,0.17,382.4,151.5,534.0,27.74,0.0,0.0,27.74,29.24,0.0,0.0,29.24,0.0,0.0,0.0,10944.2,1641.8,4.9,39.8,0.0,0.0,0.0,0.0,1313.1,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1641.8,0.0
2025-01-01 18:00:00,2025-01-01 17:00:00,11594.7,0.0,0.0,0.0,11594.7,11185.9,9953.0,0.0,0.0,0.0353,0.0531,gas-cc,gas-cc,61.4,1.2,0.12,13.4,587.8,0.16,61.4,30.9,92.4,63.6,1.2,0.12,13.9,609.6,0.17,63.7,32.1,95.8,202.2,5.0,0.57,23.0,1776.3,0.1,202.5,75.9,278.4,382.7,7.2,0.72,45.2,3575.6,0.17,383.1,151.8,534.9,27.74,0.0,0.0,27.74,29.29,0.0,0.0,29.29,0.0,0.0,0.0,11594.7,1641.8,4.9,39.8,0.0,0.0,0.0,0.0,1963.6,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1641.8,0.0
2025-01-01 19:00:00,2025-01-01 18:00:00,11525.3,0.0,0.0,0.0,11525.3,11120.1,9883.5,0.0,0.0,0.0352,0.0528,gas-cc,gas-cc,59.7,1.1,0.11,13.2,572.4,0.16,59.8,30.3,90.1,61.9,1.2,0.12,13.7,593.3,0.17,62.0,31.4,93.4,216.7,21.9,3.17,9.7,664.6,0.12,218.2,29.5,247.8,382.6,7.2,0.72,45.2,3574.4,0.17,383.0,151.8,534.7,27.74,0.0,0.0,27.74,29.28,0.0,0.0,29.28,0.0,0.0,0.0,11525.3,1641.8,0.0,39.8,0.0,0.0,0.0,0.0,1899.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1641.8,0.0
2025-01-01 20:00:00,2025-01-01 19:00:00,11392.6,0.0,0.0,4.2,11396.9,10994.4,9755.2,283.2,0.0,0.035,0.0521,gas-cc,gas-cc,48.5,0.9,0.09,12.1,468.2,0.16,48.6,26.1,74.7,49.0,0.9,0.09,12.2,473.1,0.17,49.1,26.4,75.5,235.4,6.8,0.83,25.7,1998.5,0.11,235.8,85.3,321.2,382.3,7.2,0.72,45.2,3572.1,0.17,382.7,151.7,534.4,27.74,0.0,0.0,27.74,29.26,0.0,0.0,29.26,0.0,0.0,0.0,11113.7,1641.7,0.0,39.8,0.0,0.0,0.0,0.0,1487.5,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1641.7,0.0
2025-01-01 21:00:00,2025-01-01 20:00:00,11130.5,0.0,0.0,4.2,11134.8,10745.8,9493.3,283.2,0.0,0.0346,0.0509,gas-cc,gas-cc,40.9,0.8,0.08,11.4,397.2,0.16,40.9,23.3,64.2,41.3,0.8,0.08,11.5,401.1,0.17,41.3,23.5,64.8,247.5,8.4,1.05,26.0,2015.9,0.12,248.0,86.1,334.1,381.9,7.2,0.72,45.1,3567.6,0.17,382.3,151.5,533.7,27.74,0.0,0.0,27.74,29.23,0.0,0.0,29.23,0.0,0.0,0.0,10851.6,1641.5,1.9,39.8,0.0,0.0,0.0,0.0,1223.7,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1641.5,0.0
2025-01-01 22:00:00,2025-01-01 21:00:00,10753.7,0.0,0.0,4.2,10757.9,10387.8,9117.5,283.2,0.0,0.034,0.0492,gas-cc,gas-cc,29.4,0.6,0.06,10.3,290.7,0.16,29.4,19.0,48.4,29.6,0.6,0.06,10.3,293.0,0.17,29.7,19.1,48.8,254.6,9.3,1.18,26.1,2023.4,0.12,255.2,86.5,341.7,381.2,7.2,0.72,45.0,3561.1,0.17,381.6,151.2,532.8,27.74,0.0,0.0,27.74,29.17,0.0,0.0,29.17,0.0,0.0,0.0,10474.8,1640.4,0.0,39.8,0.0,0.0,0.0,0.0,849.8,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1640.4,0.0
2025-01-01 23:00:00,2025-01-01 22:00:00,10212.6,0.0,0.0,4.2,10216.9,9872.7,8577.3,283.2,0.0,0.0333,0.0467,gas-cc,gas-cc,11.1,0.2,0.02,8.5,120.7,0.16,11.1,12.1,23.2,11.2,0.2,0.02,8.5,121.7,0.17,11.2,12.2,23.4,357.1,7.4,0.77,41.6,3286.5,0.16,357.6,139.6,497.2,380.2,7.2,0.72,44.9,3551.9,0.16,380.6,150.8,531.4,27.74,0.0,0.0,27.74,29.1,0.0,0.0,29.1,0.0,0.0,0.0,9933.7,1639.6,4.9,39.8,0.0,0.0,0.0,0.0,304.8,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1639.6,0.0
2025-01-02 00:00:00,2025-01-01 23:00:00,9787.4,0.0,0.0,2.5,9789.9,9466.9,8150.8,166.3,0.0,0.0327,0.0448,coal,coal,0.0,0.0,0.0,7.4,17.4,0.16,0.0,7.9,7.9,0.0,0.0,0.0,7.5,17.7,0.17,0.0,8.1,8.1,193.9,8.5,1.14,18.8,1401.1,0.1,194.5,60.6,255.1,1000.0,115.2,16.75,30.8,2177.5,0.49,1008.0,95.8,1103.8,24.97,0.0,0.0,24.97,26.14,0.0,0.0,26.14,0.0,0.0,0.0,9623.6,1639.1,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1639.1,0.0
2025-01-02 01:00:00,2025-01-02 00:00:00,9544.2,4.9,0.0,0.4,9549.4,9234.5,7911.2,0.0,73.3,0.0324,0.0437,gas-cc,gas-cc,0.0,0.0,0.0,7.4,17.4,0.16,0.0,7.9,7.9,0.0,0.0,0.0,7.6,18.0,0.17,0.0,8.2,8.2,182.0,7.8,1.04,17.8,1325.0,0.1,182.6,57.3,239.9,391.2,7.4,0.74,46.2,3654.6,0.17,391.6,155.2,546.7,19.06,0.0,0.0,19.06,19.93,0.0,0.0,19.93,0.0,0.0,0.0,9622.8,1638.3,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1638.3,0.0
2025-01-02 02:00:00,2025-01-02 01:00:00,9381.1,4.9,0.0,1.5,9387.4,9078.4,7748.1,0.0,236.4,0.0323,0.0429,coal,coal,0.0,0.0,0.0,7.4,17.4,0.16,0.0,7.9,7.9,0.0,0.0,0.0,7.6,18.0,0.17,0.0,8.2,8.2,240.3,6.4,0.76,26.8,2076.5,0.11,240.7,88.8,329.5,1050.9,121.0,17.6,32.4,2288.5,0.52,1059.4,100.7,1160.1,17.91,0.0,0.0,17.91,18.71,0.0,0.0,18.71,0.0,0.0,0.0,9623.8,1639.3,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1639.3,0.0
2025-01-02 03:00:00,2025-01-02 02:00:00,9375.8,4.9,0.0,1.6,9382.3,9073.4,7743.9,0.0,240.6,0.0323,0.0429,coal,coal,0.0,0.0,0.0,7.4,17.4,0.16,0.0,7.9,7.9,0.0,0.0,0.0,7.6,18.0,0.17,0.0,8.2,8.2,246.2,6.4,0.76,27.6,2138.5,0.12,246.6,91.4,337.9,1050.9,121.0,17.6,32.4,2288.4,0.52,1059.3,100.7,1160.1,17.91,0.0,0.0,17.91,18.71,0.0,0.0,18.71,0.0,0.0,0.0,9622.9,1638.4,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1638.4,0.0
2025-01-02 04:00:00,2025-01-02 03:00:00,9489.5,4.9,0.0,0.6,9495.0,9182.2,7856.3,0.0,128.2,0.0324,0.0434,coal,coal,0.0,0.0,0.0,7.4,17.4,0.16,0.0,7.9,7.9,0.0,0.0,0.0,7.6,18.0,0.17,0.0,8.2,8.2,211.8,9.4,1.25,20.5,1528.6,0.11,212.5,66.0,278.5,878.7,101.2,14.72,27.1,1913.5,0.43,885.8,84.2,970.0,18.65,0.0,0.0,18.65,19.49,0.0,0.0,19.49,0.0,0.0,0.0,9623.2,1638.7,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1638.7,0.0
2025-01-02 05:00:00,2025-01-02 04:00:00,9861.1,0.0,0.0,3.6,9864.7,9537.3,8225.2,240.7,0.0,0.0328,0.0451,coal,coal,0.0,0.0,0.0,7.4,17.4,0.16,0.0,7.9,7.9,0.0,0.0,0.0,7.4,17.6,0.17,0.0,8.0,8.0,318.3,9.2,1.11,34.8,2709.1,0.15,318.9,115.6,434.5,1000.3,115.2,16.76,30.8,2178.3,0.49,1008.4,95.9,1104.2,26.76,0.0,0.0,26.76,28.03,0.0,0.0,28.03,0.0,0.0,0.0,9624.0,1639.4,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1639.4,0.0
2025-01-02 06:00:00,2025-01-02 05:00:00,10320.0,0.0,0.0,4.2,10324.2,9975.1,8683.8,283.2,0.0,0.0334,0.0472,gas-cc,gas-cc,15.0,0.3,0.03,8.8,157.0,0.16,15.0,13.6,28.6,15.1,0.3,0.03,8.9,158.0,0.17,15.1,13.7,28.8,356.6,7.0,0.72,41.9,3305.0,0.16,357.0,140.4,497.4,380.4,7.2,0.72,44.9,3553.7,0.16,380.8,150.9,531.7,27.74,0.0,0.0,27.74,29.11,0.0,0.0,29.11,0.0,0.0,0.0,10041.1,1640.4,0.0,39.8,0.0,0.0,0.0,0.0,416.1,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1640.4,0.0
2025-01-02 07:00:00,2025-01-02 06:00:00,10705.3,0.0,0.0,0.0,10705.3,10341.8,9065.0,0.0,0.0,0.034,0.049,gas-cc,gas-cc,36.6,0.7,0.07,11.0,357.4,0.16,36.6,21.7,58.3,37.9,0.7,0.07,11.3,369.9,0.17,37.9,22.4,60.3,203.9,9.0,1.21,19.7,1465.9,0.11,204.5,63.4,267.9,381.1,7.2,0.72,45.0,3560.3,0.17,381.5,151.2,532.6,27.74,0.0,0.0,27.74,29.17,0.0,0.0,29.17,0.0,0.0,0.0,10705.3,1640.2,0.0,39.8,0.0,0.0,0.0,0.0,1080.5,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,1640.2,0.0
2025-01-02 08:00:00,2025-01-02 07:00:00,11088.4,0.0,0.0,0.0,11088.4,10705.8,9401.1,0.0,0.0,0.0345,0.0508,gas-cc,gas-cc,46.3,0.9,0.09,11.9,447.7,0.16,46.3,25.3,71.6,48.0,0.9,0.09,12.3,463.7,0.17,48.0,26.2,74.2,206.0,6.8,0.85,21.9,1673.4,0.1,206.4,71.8,278.3,381.8,7.2,0.72,45.1,3566.9,0.17,382.2,151.4,533.6,27.74,0.0,0.0,27.74,29.22,0.0,0.0,29.22,0.0,0.0,0.0,11088.4,1687.3,0.0,39.8,0.0,0.0,0.0,2.7,1416.6,0.0,0.0,13.5,7931.2,0.0,0.0,43.9,1640.7,0.0
2025-01-02 09:00:00,2025-01-02 08:00:00,11493.7,0.0,0.0,0.0,11493.7,11090.2,9634.9,0.0,0.0,0.0351,0.0526,gas-cc,gas-cc,52.0,1.0,0.1,12.3,500.7,0.16,52.1,27.3,79.4,53.9,1.0,0.1,12.8,519.0,0.17,54.0,28.3,82.3,197.7,6.0,0.75,21.5,1636.9,0.1,198.1,70.3,268.3,382.5,7.2,0.72,45.2,3573.9,0.17,382.9,151.7,534.7,27.74,0.0,0.0,27.74,29.28,0.0,0.0,29.28,0.0,0.0,0.0,11493.7,1858.8,0.0,39.8,0.0,0.0,0.0,12.8,1650.4,0.0,0.0,13.5,7931.2,0.0,0.0,205.0,1641.0,0.0
