Project,Scenario,Dollar_year,Weather_year,Start_day,r,state,gea,country,tz,t
Cambium24,HighRECost_LowNGPrice,2023$,2012,Sunday,p80,IL,PJM_West,usa,CT,2040
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf)
Time,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,unitless,unitless,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,marg_gen_tech,marg_es_tech,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,curt_wind_MWh,curt_solar_MWh,curtailment_MWh,generation,variable_generation,battery_MWh,biomass_MWh,canada_MWh,coal_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh
2040-01-01 01:00:00,2040-01-01 00:00:00,12733.7,0.0,0.0,62.4,12796.1,12320.0,9874.3,5313.2,3423.4,0.0325,0.0435,wind-ons,wind-ons,0.0,0.0,0.0,6.5,15.4,0.15,0.0,7.0,7.0,0.0,0.0,0.0,5.0,11.8,0.11,0.0,5.3,5.4,33.2,0.6,0.07,3.9,247.9,0.02,33.2,11.3,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.0,0.0,7.24,7.57,0.0,0.0,7.57,0.0,0.0,0.0,10906.3,2921.8,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,2921.8,0.0
2040-01-01 02:00:00,2040-01-01 01:00:00,12095.8,0.0,0.0,53.4,12149.2,11709.2,9347.7,4309.5,2946.3,0.032,0.0413,wind-ons,wind-ons,0.0,0.0,0.0,6.6,15.5,0.15,0.0,7.1,7.1,0.0,0.0,0.0,5.2,12.3,0.12,0.0,5.6,5.6,109.8,2.1,0.22,13.0,820.2,0.05,110.0,37.5,147.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,0.0,0.0,6.79,7.08,0.0,0.0,7.08,0.0,0.0,0.0,10786.0,2801.5,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,2801.5,0.0
2040-01-01 03:00:00,2040-01-01 02:00:00,11589.5,0.0,0.0,44.3,11633.8,11223.3,8781.3,3353.7,2556.8,0.0316,0.0396,wind-ons,wind-ons,0.0,0.0,0.0,6.6,15.5,0.15,0.0,7.1,7.1,0.0,0.0,0.0,5.5,13.0,0.12,0.0,5.9,5.9,68.6,1.3,0.14,8.1,512.6,0.03,68.7,23.4,92.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,0.0,0.0,6.77,7.05,0.0,0.0,7.05,0.0,0.0,0.0,10836.9,2852.4,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,2852.4,0.0
2040-01-01 04:00:00,2040-01-01 03:00:00,11335.8,0.0,0.0,48.9,11384.7,10979.6,8492.1,3563.9,3056.4,0.0314,0.0387,wind-ons,wind-ons,0.0,0.0,0.0,6.5,15.4,0.15,0.0,7.0,7.0,0.0,0.0,0.0,5.4,12.8,0.12,0.0,5.8,5.8,31.4,0.6,0.06,3.7,235.3,0.01,31.5,10.7,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,0.0,0.0,6.77,7.05,0.0,0.0,7.05,0.0,0.0,0.0,10877.1,2892.6,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,2892.6,0.0
2040-01-01 05:00:00,2040-01-01 04:00:00,11211.6,0.0,0.0,57.1,11268.7,10860.1,8304.8,3984.1,3663.8,0.0313,0.0383,wind-ons,wind-ons,0.0,0.0,0.0,6.5,15.3,0.14,0.0,7.0,7.0,0.0,0.0,0.0,5.3,12.4,0.12,0.0,5.7,5.7,13.5,0.3,0.03,1.6,100.8,0.01,13.5,4.6,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,0.0,0.0,6.79,7.06,0.0,0.0,7.06,0.0,0.0,0.0,10948.4,2963.9,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,2963.9,0.0
2040-01-01 06:00:00,2040-01-01 05:00:00,11387.4,0.0,0.0,74.1,11461.5,11029.2,8484.3,5556.5,5056.6,0.0315,0.0389,wind-ons,wind-ons,0.0,0.0,0.0,6.5,15.3,0.14,0.0,7.0,7.0,0.0,0.0,0.0,4.9,11.4,0.11,0.0,5.2,5.2,20.9,0.4,0.04,2.5,156.0,0.01,20.9,7.1,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,0.0,0.0,6.77,7.04,0.0,0.0,7.04,0.0,0.0,0.0,10961.7,2977.2,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,2977.2,0.0
2040-01-01 07:00:00,2040-01-01 06:00:00,11769.5,0.0,0.0,66.0,11835.5,11396.1,8856.2,4963.1,4091.3,0.0317,0.0402,wind-ons,wind-ons,0.0,0.0,0.0,6.5,15.3,0.14,0.0,7.0,7.0,0.0,0.0,0.0,5.0,11.8,0.11,0.0,5.4,5.4,96.2,1.8,0.19,11.4,718.4,0.04,96.3,32.8,129.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,0.0,0.0,6.81,7.09,0.0,0.0,7.09,0.0,0.0,0.0,10963.8,2979.3,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,2979.3,0.0
2040-01-01 08:00:00,2040-01-01 07:00:00,12276.8,0.0,0.0,52.6,12329.5,11882.7,9315.5,4406.4,3075.5,0.0321,0.0419,wind-ons,wind-ons,0.0,0.0,0.0,6.5,15.2,0.14,0.0,7.0,7.0,0.0,0.0,0.0,5.1,12.0,0.11,0.0,5.5,5.5,106.8,2.0,0.21,12.6,797.4,0.05,106.9,36.4,143.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,0.0,0.0,6.77,7.06,0.0,0.0,7.06,0.0,0.0,0.0,10998.5,3014.0,0.0,39.8,0.0,0.0,0.0,0.9,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,33.8,2979.3,0.0
