Project,Scenario,Dollar_year,Weather_year,Start_day,r,state,gea,country,tz,t
Cambium24,MidCase,2023$,2012,Sunday,p80,IL,PJM_West,usa,CT,2030
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf)
Time,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,unitless,unitless,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,marg_gen_tech,marg_es_tech,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,curt_wind_MWh,curt_solar_MWh,curtailment_MWh,generation,variable_generation,battery_MWh,biomass_MWh,canada_MWh,coal_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh
2030-01-01 01:00:00,2030-01-01 00:00:00,9735.8,0.0,0.0,20.0,9755.8,9425.6,5315.7,0.0,2668.8,0.0319,0.0412,wind-ons,wind-ons,0.0,0.0,0.0,5.7,13.5,0.13,0.0,6.2,6.2,0.0,0.0,0.0,5.9,13.9,0.13,0.0,6.4,6.4,61.3,1.8,0.23,7.0,390.8,0.04,61.4,18.6,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0,0.0,5.93,6.18,0.0,0.0,6.18,0.0,0.0,0.0,12424.6,4440.1,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,4440.1,0.0
2030-01-01 02:00:00,2030-01-01 01:00:00,9340.0,0.0,0.0,21.6,9361.6,9045.8,5100.6,0.0,2883.9,0.0315,0.0395,wind-ons,wind-ons,0.0,0.0,0.0,5.8,13.7,0.13,0.0,6.2,6.2,0.0,0.0,0.0,6.0,14.1,0.13,0.0,6.4,6.4,61.2,1.8,0.23,7.0,390.7,0.04,61.4,18.6,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0,0.0,5.93,6.17,0.0,0.0,6.17,0.0,0.0,0.0,12245.6,4261.1,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,4261.1,0.0
2030-01-01 03:00:00,2030-01-01 02:00:00,9017.9,0.0,0.0,24.6,9042.5,8736.2,4705.7,0.0,3278.8,0.0312,0.0381,wind-ons,wind-ons,0.0,0.0,0.0,5.8,13.6,0.13,0.0,6.2,6.2,0.0,0.0,0.0,6.0,14.0,0.13,0.0,6.4,6.4,61.2,1.8,0.23,7.0,390.6,0.04,61.3,18.6,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0.0,0.0,5.85,6.08,0.0,0.0,6.08,0.0,0.0,0.0,12321.3,4336.8,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,4336.8,0.0
2030-01-01 04:00:00,2030-01-01 03:00:00,8885.3,0.0,0.0,26.0,8911.3,8608.6,4515.1,0.0,3469.4,0.0311,0.0376,wind-ons,wind-ons,0.0,0.0,0.0,5.7,13.5,0.13,0.0,6.2,6.2,0.0,0.0,0.0,5.9,14.0,0.13,0.0,6.4,6.4,63.5,1.8,0.25,7.2,404.6,0.04,63.6,19.3,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0,0.0,5.93,6.16,0.0,0.0,6.16,0.0,0.0,0.0,12380.7,4396.2,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,4396.2,0.0
2030-01-01 05:00:00,2030-01-01 04:00:00,8866.3,0.0,0.0,27.0,8893.3,8590.3,4390.6,0.0,3594.2,0.0311,0.0375,wind-ons,wind-ons,0.0,0.0,0.0,5.7,13.4,0.13,0.0,6.1,6.1,0.0,0.0,0.0,5.9,13.8,0.13,0.0,6.3,6.3,64.6,1.9,0.25,7.3,412.0,0.04,64.7,19.6,84.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,6.3,6.54,0.0,0.0,6.54,0.0,0.0,0.0,12487.4,4502.7,0.3,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,4502.7,0.0
2030-01-01 06:00:00,2030-01-01 05:00:00,9097.9,0.0,0.0,25.4,9123.3,8813.1,4600.7,0.0,3388.6,0.0313,0.0385,wind-ons,wind-ons,0.0,0.0,0.0,5.7,13.4,0.13,0.0,6.1,6.1,0.0,0.0,0.0,5.9,13.9,0.13,0.0,6.3,6.3,66.5,2.0,0.26,7.5,424.0,0.04,66.6,20.1,86.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,6.5,6.76,0.0,0.0,6.76,0.0,0.0,0.0,12512.0,4522.6,4.9,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,4522.6,0.0
2030-01-01 07:00:00,2030-01-01 06:00:00,9428.4,0.0,0.0,23.0,9451.4,9130.7,4925.6,0.0,3063.7,0.0316,0.0399,wind-ons,wind-ons,0.0,0.0,0.0,5.7,13.4,0.13,0.0,6.1,6.1,0.0,0.0,0.0,5.9,13.9,0.13,0.0,6.3,6.3,61.2,1.8,0.23,7.0,390.7,0.04,61.4,18.6,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,0.0,0.0,6.32,6.58,0.0,0.0,6.58,0.0,0.0,0.0,12515.1,4525.8,4.9,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,0.0,4525.8,0.0
2030-01-01 08:00:00,2030-01-01 07:00:00,9748.4,4.9,0.0,21.0,9774.3,9437.7,5181.4,0.0,2803.1,0.0319,0.0412,wind-ons,wind-ons,0.0,0.0,0.0,5.6,13.3,0.13,0.0,6.1,6.1,0.0,0.0,0.0,5.8,13.8,0.13,0.0,6.3,6.3,62.5,1.8,0.24,7.1,400.6,0.04,62.6,19.1,81.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,5.14,5.36,0.0,0.0,5.36,0.0,0.0,0.0,12577.4,4592.9,0.0,39.8,0.0,0.0,0.0,1.3,0.0,0.0,0.0,13.5,7931.2,0.0,0.0,65.8,4525.8,0.0
